티커,종목명,시장,타깃그룹,Sector,Industry,종가,시가총액,PBR,PER,ROE,BPS,DIV
108230,톱텍,KOSDAQ,건설/인프라 피어,특수 목적용 기계 제조업,디스플레이 자동화설비,3315.0,126047000000.0,0.29281,16.49,1.7754090497737556,11321.33465387111,3.017
067990,도이치모터스,KOSDAQ,일반,자동차 판매업,수입자동차,3785.0,110452000000.0,0.29339,49.16,0.5968568031704095,12900.916868332255,10.304
056730,CNT85,KOSDAQ,건설/인프라 피어,건물 건설업,산업설비 제조외,1253.0,18572000000.0,0.29355,,-16.75085794094174,4268.438085505025,38533.5
025870,신라에스지,KOSDAQ,일반,음·식료품 및 담배 도매업,수산물도매,1059.0,4236000000.0,0.29433,,-12.506940509915013,3598.002242381001,1.416
004540,깨끗한나라,KOSPI,일반,"펄프, 종이 및 판지 제조업","펄프,판지원지,화장지 제조,수출입",1228.0,45731000000.0,0.29471,,-24.263176710097724,4166.808048590139,8.143
001500,현대차증권,KOSPI,일반,금융 지원 서비스업,"유가증권의매매,위탁매매,유가증권의 중개,대리/부동산 임대",7910.0,489099000000.0,0.29506,6.35,4.64784778761062,26808.10682573036,4.678
000140,하이트진로홀딩스,KOSPI,일반,기타 금융업,지주회사,7870.0,182637000000.0,0.29535,,-0.4015559085133418,26646.351786016592,4.447
383800,LX홀딩스,KOSPI,일반,기타 금융업,지주회사,8000.0,610245000000.0,0.29579,5.38,5.497996625000001,27046.215220257614,3.625
081580,성우전자,KOSDAQ,일반,통신 및 방송 장비 제조업,휴대폰금속프레스부품(전자파차단ShieldCan),2290.0,35513000000.0,0.29601,3.72,7.962539737991266,7736.225127529476,2.183
039020,이건홀딩스,KOSDAQ,일반,제재 및 목재 가공업,창호,2505.0,56574000000.0,0.29604,46.39,0.6381700598802396,8461.694365626267,1.996
063760,이엘피,KOSDAQ,일반,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",OLED 패널검사기 등,2280.0,21261000000.0,0.29717,2.85,10.413983771929825,7672.37608103106,4.386
066670,디티씨,KOSDAQ,일반,부동산 임대 및 공급업,LCD Module,3225.0,60281000000.0,0.29758,11.08,2.6851404651162794,10837.42186974931,1.55
032800,판타지오,KOSDAQ,일반,창작 및 예술관련 서비스업,서비스,1482.0,22388000000.0,0.29783,,-29.240394736842102,4975.993016150153,2153.4
005990,매일홀딩스,KOSDAQ,일반,동·식물성 유지 및 낙농제품 제조업,유제품,10670.0,141892000000.0,0.2985,3.77,7.917104029990626,35745.393634840875,2.437
019010,베뉴지,KOSDAQ,일반,종합 소매업,"백화점,예식장업",4875.0,234975000000.0,0.29864,0.69,42.97965620512821,16324.002143048485,1.436
004990,롯데지주,KOSPI,일반,기타 금융업,지주회사,24450.0,2436779000000.0,0.29892,,-4.691026748466258,81794.46005620233,5.112
357430,마스턴프리미어리츠,KOSPI,일반,부동산 임대 및 공급업,"프랑스 파리 소재 크리스탈파크, 프랑스 아마존 라스트마일 물류센터, 인천 항동 스마트물류센터",912.0,27820000000.0,0.29922,,-4.888572368421052,3047.924603970323,5.044
192390,윈하이텍,KOSDAQ,건설/인프라 피어,"구조용 금속제품, 탱크 및 증기발생기 제조업",데크 플레이트(건설용거푸집),1834.0,21947000000.0,0.29937,,-13.907483097055618,6126.198349868056,1.636
260930,씨티케이,KOSDAQ,일반,기타 화학제품 제조업,완제 화장품 (색조 및 기초),2320.0,44872000000.0,0.2994,,-9.653068965517242,7748.830995323981,4.741
033530,SJG세종,KOSPI,일반,자동차 신품 부품 제조업,"자동차부품,자동차소음기(머플러),배기가스정화기,배기계통부품 제조",6780.0,183414000000.0,0.29979,1.96,15.303439380530973,22615.83108175723,2.95
163560,동일고무벨트,KOSPI,일반,고무제품 제조업,"산업용고무제품, 종합고무부품",5480.0,76172000000.0,0.30013,2.96,10.137602737226278,18258.754539699465,2.737
072710,농심홀딩스,KOSPI,일반,기타 금융업,"지주회사,투자자문,경영컨설팅 서비스",90700.0,420647000000.0,0.30051,3.19,9.431441742006614,301820.2389271572,3.308
002360,SH에너지화학,KOSPI,일반,기초 화학물질 제조업,"합성수지(PS/EPS,ABS수지) 제조",1793.0,19926000000.0,0.30136,,-8.050833240379253,5949.694717281656,5.577
126880,제이엔케이글로벌,KOSDAQ,일반,일반 목적용 기계 제조업,"산업용가열로, 수소충전소",2540.0,58847000000.0,0.30138,13.44,2.2425519685039372,8427.898334328755,1.969
029530,신도리코,KOSPI,일반,컴퓨터 및 주변장치 제조업,"복사기, 3D프린터, 프린터, 주변기기 제조,판매",38750.0,376484000000.0,0.30148,9.93,3.0350283354838714,128532.57264163459,2.581
378850,화승알앤에이,KOSPI,일반,자동차 신품 부품 제조업,자동차용 고무제품,2925.0,55556000000.0,0.30148,1.58,19.088579829059828,9702.136128433063,2.564
038060,루멘스바이오스,KOSDAQ,일반,반도체 제조업,LED개발 및 제조,689.0,33143000000.0,0.30185,,-0.7009579100145139,2282.5906907404337,3.628
023800,인지컨트롤스,KOSPI,일반,자동차 신품 부품 제조업,"자동차부품(터머스위치,터머스탯) 제조",5030.0,79520000000.0,0.30196,3.32,9.094819085487078,16657.835474897336,5.368
103230,에스앤더블류,KOSDAQ,일반,일반 목적용 기계 제조업,"디젤엔진부품, 산업부품, 단조품",2260.0,16272000000.0,0.30291,10.13,2.9888907079646017,7460.96200191476,4.425
205470,휴마시스,KOSDAQ,일반,의료용품 및 기타 의약 관련제품 제조업,체외진단키트,2715.0,66992000000.0,0.30323,,-6.779396316758748,8953.599577878178,9.654
011330,유니켐,KOSPI,일반,자동차 신품 부품 제조업,"피혁 제조,도매,무역,부동산임대",4180.0,41878000000.0,0.30358,,-11.06106076555024,13769.02299229198,4.785
069920,엑시온그룹,KOSDAQ,일반,무점포 소매업,"해외, 국내상품 소싱 및 판매대행 서비스",1369.0,31068000000.0,0.3042,,-42.93019722425128,4500.328731097961,
072470,우리산업홀딩스,KOSDAQ,일반,자동차 신품 부품 제조업,HVAC ACTUATOR (자동차 공조장치 부품 등),2375.0,44857000000.0,0.30481,3.74,8.149656842105264,7791.739116170728,2.526
084010,대한제강,KOSPI,일반,1차 철강 제조업,"제강,철재,철근,환봉,마환봉,빌레트 제조",8210.0,282190000000.0,0.30494,63.15,0.4828526187576126,26923.329179510725,4.06
487570,HS효성,KOSPI,일반,기타 금융업,지주사업,47800.0,178099000000.0,0.30507,3.63,8.401551213389121,156685.35090307143,2.092
025000,KPX케미칼,KOSPI,일반,기초 화학물질 제조업,"PPG,PU RESIN,우레탄수지,대향막박리재,반도체 CM PAD,Polyether Polyol,산업용기초화학제품,화공약품 제조,판매",56000.0,232217000000.0,0.30565,2.48,12.323698839285713,183216.09684279407,6.696
050760,에스폴리텍,KOSDAQ,일반,플라스틱제품 제조업,유무선 통신용 소프트웨어,1199.0,19585000000.0,0.30569,,-1.6062110091743118,3922.274199352285,2.085
025750,한솔홈데코,KOSPI,일반,제재 및 목재 가공업,"PB,MDF,바닥재,강화,재생목재,LPM,제재목 제조,도소매,무역/임업,벌목관련 사업",1900.0,30614000000.0,0.30593,,-22.059163157894737,6210.571045664041,5.263
057540,옴니시스템,KOSDAQ,건설/인프라 피어,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","전자식전력량계,설비미터,원격검침시스템",582.0,34567000000.0,0.30598,18.77,1.6297903780068728,1902.0851036015426,
037710,광주신세계,KOSPI,일반,종합 소매업,백화점,35150.0,268095000000.0,0.30629,5.64,5.429567539118065,114760.5210747984,6.828
192440,슈피겐코리아,KOSDAQ,일반,그외 기타 제품 제조업,"핸드폰 케이스, 액정보호필름",29750.0,184936000000.0,0.30652,3.54,8.653652033613445,97057.28826830223,1.681
122450,KX,KOSDAQ,일반,텔레비전 방송업,방송채널사업 및 방송송출서비스,2625.0,117652000000.0,0.3066,6.73,4.5552,8561.643835616438,7.238
377740,바이오노트,KOSPI,일반,의료용품 및 기타 의약 관련제품 제조업,"Rapid 반제품 및 완제품, 동물용신속진단 키트",4640.0,472751000000.0,0.30684,,-8.14713103448276,15121.887628731587,4.914
137310,에스디바이오센서,KOSPI,일반,의료용 기기 제조업,STANDARD Q 항원/항체 진단키트(COVID-19 진단키트),6160.0,743814000000.0,0.30705,,-29.937375,20061.879172773166,3.247
043360,디지아이,KOSDAQ,일반,컴퓨터 및 주변장치 제조업,"잉크젯 플로터, 커팅 플로터",2365.0,21285000000.0,0.30712,,-2.8569302325581396,7700.5730659025785,2.114
002380,KCC,KOSPI,일반,기타 화학제품 제조업,"건축용단열재,내외장재,스레트,밤라이트,암면,석고보드,판유리 제조",464000.0,3987103000000.0,0.30807,1.12,27.481769437500002,1506151.199402733,3.233
202960,판도라티비,KONEX,일반,소프트웨어 개발 및 공급업,"판도라TV, KM 플레이어",499.0,5945000000.0,0.31042,,,1607.4995167837126,
081000,일진다이아,KOSPI,일반,기타 화학제품 제조업,"공업용 합성다이아몬드 제조,도매,수출입",9250.0,131377000000.0,0.31103,9.0,3.456636108108108,29739.896473009037,3.243
000910,유니온,KOSPI,일반,"시멘트, 석회, 플라스터 및 그 제품 제조업","백시멘트,타일시멘트,알루미나시멘트,용융알루미나,급결제,필터프레스,유니필터제조,도매",2955.0,46132000000.0,0.31121,0.77,40.54681895093062,9495.19616978889,4.23
001080,만호제강,KOSPI,일반,1차 철강 제조업,"와이어로프,합성섬유로프,특수강선 제조,수출,임대",3960.0,139055000000.0,0.31176,136.55,0.2283090909090909,12702.078521939955,3.788
270870,뉴트리,KOSDAQ,일반,기타 식품 제조업,"에버콜라겐, 지노마스터 등",3800.0,34180000000.0,0.31189,7.28,4.2843836842105265,12183.782743916125,6.579
031510,오스템,KOSDAQ,일반,자동차 신품 부품 제조업,휠,1142.0,31976000000.0,0.31228,2.79,11.184108581436078,3656.9745100550786,1.751
058400,KNN,KOSDAQ,일반,텔레비전 방송업,방송프로그램 제작 및 송출,5760.0,76279000000.0,0.31293,2.24,13.994925,18406.672418751798,4.34
002170,SYTS,KOSPI,일반,"가죽, 가방 및 유사제품 제조업","피혁원단,혁제운동화,혁제장갑,혁제스포츠용품 제조,상품중개,무역",53800.0,161400000000.0,0.31319,6.42,4.88005905204461,171780.70819630256,4.275
061040,알에프텍,KOSDAQ,일반,통신 및 방송 장비 제조업,"핸드폰 충전기, 핸즈프리",7430.0,67228000000.0,0.31336,,-18.476852759084792,23710.748021444982,3.365
035080,그래디언트,KOSDAQ,일반,무점포 소매업,전자상거래,12080.0,134983000000.0,0.31368,,-3.915806622516556,38510.58403468503,1.656
019540,일지테크,KOSDAQ,일반,자동차 신품 부품 제조업,"차체(라지에타, 팩케이지, 씨트 크로스, 대쉬 판넬)",5090.0,68783000000.0,0.31383,1.44,21.869450098231827,16218.9720549342,2.947
083550,케이엠,KOSDAQ,일반,기타 섬유제품 제조업,클린룸용Wiper,3300.0,44735000000.0,0.31387,9.65,3.252834545454545,10513.907031573583,1.448
054620,APS,KOSDAQ,일반,,,3770.0,69346000000.0,0.31405,6.88,4.5649708222811665,12004.457888871199,2.653
012800,대창,KOSPI,일반,1차 비철금속 제조업,"황동봉,동합금괴 제조,판매",1195.0,108912000000.0,0.31423,4.82,6.521258577405857,3802.946886038889,2.51
007770,한일화학,KOSDAQ,일반,기초 화학물질 제조업,산화아연,8030.0,28185000000.0,0.31447,,-13.831980572851807,25535.027188603046,0.623
053270,구영테크,KOSDAQ,일반,자동차 신품 부품 제조업,엔진 브라켓(Engine Bracket) 등,1983.0,54354000000.0,0.3145,1.89,16.668658598083713,6305.246422893481,3.53
005360,모나미,KOSPI,일반,생활용품 도매업,"BP153(BALL POINT PEN), P-3000(PLUS PEN), 유성매직, 보드마카, 네임펜, PARKER, WARTERMAN, 색연필",1278.0,24150000000.0,0.31469,,-14.13396400625978,4061.1395341447137,2.347
244880,나눔테크,KONEX,일반,의료용 기기 제조업,"자동심장충격기, 골밀도진단기",1685.0,8458000000.0,0.31475,,,5353.455123113583,5.935
047820,초록뱀미디어,KOSDAQ,일반,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송프로그램 제작 및 공급,3295.0,80575000000.0,0.31481,24.05,1.3089216995447648,10466.63066611607,
087600,픽셀플러스,KOSDAQ,일반,전자부품 제조업,CMOS 이미지센서 및 칩셋,3960.0,32339000000.0,0.31487,,-3.1487000000000003,12576.618922094833,1.263
001200,유진투자증권,KOSPI,일반,금융 지원 서비스업,"유가증권 매매,중개,인수",4175.0,404417000000.0,0.31527,2.79,11.319514491017966,13242.617439020521,4.311
005800,신영와코루,KOSPI,일반,봉제의복 제조업,"여성용 내의류(화운데이션,란제리,블래지어),환자,노령자용 파자마,남성용 내의류 제조",13570.0,122130000000.0,0.31529,74.97,0.4205415622697126,43039.741190649875,1.29
058860,KTis,KOSPI,일반,기타 정보 서비스업,"114전화번호안내, 고객센터",2520.0,87701000000.0,0.31555,2.37,13.29817857142857,7986.056092536841,5.556
198080,캐프,KOSDAQ,일반,전자부품 제조업,"스마트폰 OLED용 FPCA, 차량용 와이퍼",2125.0,45762000000.0,0.31573,2.2,14.352714352941176,6730.434231780318,9.412
130500,GH신소재,KOSDAQ,일반,기타 섬유제품 제조업,"자동차용 부직포, 폴리우레탄 폼",1891.0,27504000000.0,0.31634,,-2.860610259122158,5977.745463741544,4.332
046940,우원개발,KOSDAQ,일반,기반조성 및 시설물 축조관련 전문공사업,토공사,2840.0,51331000000.0,0.31635,1.19,26.555577464788733,8977.398451082661,4.225
073560,우리손에프앤지,KOSDAQ,일반,"도축, 육류 가공 및 저장 처리업","양돈업, 도축업",1538.0,106487000000.0,0.31665,3.9,8.111840052015605,4857.09774198642,9.753
006650,대한유화,KOSPI,일반,기초 화학물질 제조업,"폴리프로필렌,고밀도폴리에틸렌,나프타분해유분,올레핀류,혼합C4류,분해가솔린 제조",99200.0,644800000000.0,0.31701,8.75,3.6229257762096774,312923.88252736506,1.31
010780,아이에스동서,KOSPI,일반,"시멘트, 석회, 플라스터 및 그 제품 제조업","타일,위생도기,콘크리트파일,P.C관,침목 제조,도매",15530.0,461624000000.0,0.31774,5.72,5.554823567289118,48876.43985648643,3.22
003380,하림지주,KOSDAQ GLOBAL,일반,기타 금융업,지주사업,11190.0,1253342000000.0,0.31828,7.49,4.2494219839142096,35157.722759834105,1.072
227840,현대코퍼레이션홀딩스,KOSPI,일반,음·식료품 및 담배 도매업,"브랜드사업, 육류유통",12960.0,117946000000.0,0.31867,2.22,14.32785563271605,40669.03065867512,3.858
227950,엔투텍,KOSDAQ,일반,특수 목적용 기계 제조업,반도체장비 부품 제조업,1277.0,44066000000.0,0.31895,4.11,7.7676938136256855,4003.7623451951713,
021050,서원,KOSPI,일반,금속 주조업,"비철금속(황동 빌레트,인코트) 제조,재생원료생산",1109.0,52649000000.0,0.32001,5.78,5.540299368800722,3465.5167026030435,1.353
060980,HL홀딩스,KOSPI,일반,기타 금융업,지주회사 및 경영컨설팅 서비스업,39850.0,356910000000.0,0.32024,6.67,4.800787352572146,124437.92155883087,5.019
026940,부국철강,KOSPI,일반,1차 철강 제조업,철강,2210.0,44200000000.0,0.32053,21.25,1.5083764705882352,6894.830437088573,3.62
016610,DB증권,KOSPI,일반,금융 지원 서비스업,"유가증권,위탁매매,인수,자기매매",10210.0,433377000000.0,0.32066,4.04,7.930132223310481,31840.578806212186,5.387
101240,씨큐브,KOSDAQ,일반,기초 화학물질 제조업,진주광택안료,3295.0,37421000000.0,0.32077,3.28,9.773993323216995,10272.157620725131,5.356
000480,CR홀딩스,KOSPI,일반,"내화, 비내화 요업제품 제조업","내화연와(정형,부정형,S/N,CCN),단열벽돌,스라이딩노즐,연주용 특수내화물 제조",4270.0,200222000000.0,0.32084,,-4.76376018735363,13308.814362298965,9.602
138070,신진에스엠,KOSDAQ,일반,기타 금속 가공제품 제조업,표준 플레이트,1492.0,26114000000.0,0.32087,21.31,1.5054222520107237,4649.858198024122,2.011
032280,삼일,KOSDAQ,일반,도로 화물 운송업,운송 및 하역수입,1338.0,21693000000.0,0.32134,15.38,2.0894304932735426,4163.81402875459,2.99
007280,한국특강,KOSPI,일반,1차 철강 제조업,"철강압연제품(앵글,이형형강,평철,환봉) 제조,판매",2365.0,67749000000.0,0.32173,,-1.7957023255813955,7350.884281851241,16.913
018500,동원모빌리티,KOSPI,일반,자동차 신품 부품 제조업,"자동차부품(도어후레임,머플러,임팩트빔),강관 제조,판매",1352.0,63212000000.0,0.32229,1.33,24.21942603550296,4194.979676688697,3.698
033540,파라텍,KOSDAQ,일반,특수 목적용 기계 제조업,소방기기,2770.0,28944000000.0,0.3225,,-34.12445848375451,8589.147286821706,8.949
054410,케이피티유,KOSDAQ,일반,기타 전문 도매업,"Vacuum Treatment, Plasma Surface Treatment",3365.0,19269000000.0,0.32253,4.46,7.22697236255572,10433.13800266642,1.486
060900,에이전트AI,KOSDAQ,일반,전기업,풍력 및 태양광 발전업,3100.0,20285000000.0,0.32274,,-44.96496967741936,9605.25500402801,
021650,한국큐빅,KOSDAQ,일반,플라스틱제품 제조업,Curl Fit(표면처리사업),1972.0,32243000000.0,0.32335,8.25,3.91889705882353,6098.654708520179,5.071
096630,에스코넥,KOSDAQ,일반,통신 및 방송 장비 제조업,WaferProber,1798.0,28545000000.0,0.32351,1.46,22.11311401557286,5557.788012735309,11.684
003070,코오롱글로벌,KOSPI,코오롱글로벌,토목 건설업,"토목공사,일반건설,주택건설,해외건설,소각로설비공사/환경플랜트,폐처리기 제조",9360.0,237968000000.0,0.32419,,-13.705340064102561,28871.957802523215,4.274
067570,엔브이에이치코리아,KOSDAQ,일반,자동차 신품 부품 제조업,"헤드라이너, NVH부품",1630.0,68737000000.0,0.32439,,-16.856339263803683,5024.815808132186,9.202
018310,삼목에스폼,KOSDAQ,일반,"구조용 금속제품, 탱크 및 증기발생기 제조업","갱폼,알루미늄폼,특수폼,알루미늄압출재",14550.0,213885000000.0,0.32448,41.22,0.7872263917525774,44840.97633136095,2.062
000320,노루홀딩스,KOSPI,일반,기타 금융업,지주사업,16000.0,212658000000.0,0.32456,5.82,5.5804035,49297.51047572098,3.75
177830,파버나인,KOSDAQ,일반,전자부품 제조업,"알루미늄 소재 TV 외관재(프레임, 스탠드)",2200.0,24917000000.0,0.32584,,-4.339596363636364,6751.780014731156,3.636
021880,메이슨캐피탈,KOSDAQ,일반,기타 금융업,리스수입,1207.0,25610000000.0,0.32691,,-1.2729718309859155,3692.1476859074364,27.341
009140,케이아이이,KOSPI,일반,전자부품 제조업,"스위치,리모콘,배선기구,섬머스타트,게임기,전자부품 제조,판매",22200.0,34871000000.0,0.32697,5.18,6.306691621621622,67896.13726029912,2.252
005960,동부건설,KOSPI,건설/인프라 피어,토목 건설업,"건축공사,토목공사,전기공사,기계설비공사/비금속,철구조물 제조,판매/여객,자동차 운송,항만하역",8720.0,200094000000.0,0.327,2.52,12.975,26666.666666666664,3.44
137940,넥스트아이,KOSDAQ,일반,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","LCD 편광필름 검사장비, BLU 검사장비 등",1957.0,19202000000.0,0.32765,,-70.03372253449156,5972.836868609797,8.687
084730,팅크웨어,KOSDAQ,일반,통신 및 방송 장비 제조업,"내비게이션,블랙박스,태블릿 및 위치정보서비스",6600.0,73322000000.0,0.32792,,-11.109532121212123,20126.86020980727,3.939
054800,아이디스홀딩스,KOSDAQ,일반,기타 전문 서비스업,비금융지주회사,14920.0,154388000000.0,0.32795,2.96,11.076005697050938,45494.740051837165,2.011
017650,대림제지,KOSDAQ,일반,기타 종이 및 판지 제품 제조업,골판지원지,10800.0,94878000000.0,0.328,15.86,2.068222222222222,32926.829268292684,0.926
080470,성창오토텍,KOSDAQ,일반,자동차 신품 부품 제조업,"차량용 에어컨필터, 차량용인버터 등",2715.0,19819000000.0,0.32843,3.98,8.25006482504604,8266.60171117133,2.578
003300,한일홀딩스,KOSPI,일반,"시멘트, 석회, 플라스터 및 그 제품 제조업",지주사업,17990.0,554657000000.0,0.32877,10.16,3.236529571984436,54719.1045411686,5.559
079970,투비소프트,KOSDAQ,일반,소프트웨어 개발 및 공급업,"MiPlatform, X Platform",596.0,7646000000.0,0.33106,3.33,9.942909395973155,1800.2778952455747,50.336
006090,사조오양,KOSPI,일반,수산물 가공 및 저장 처리업,"원양어업/수산물가공(게맛살) 제조,수출입/냉동 및 냉장보관/부동산 임대",8730.0,82260000000.0,0.33179,8.13,4.081815120274913,26311.82374393442,1.145
019180,티에이치엔,KOSPI,일반,기타 전기장비 제조업,"자동차부품(전기배선장치류) 제조,도매",5020.0,90360000000.0,0.33191,1.19,27.84870358565737,15124.58196499051,2.39
036220,오상헬스케어,KOSDAQ,일반,의료용 기기 제조업,"생화학 측정기 및 센서, 면역진단기기 및 마커, 분자진단기기 및 시약 등",6750.0,96588000000.0,0.33201,,-2.8774200000000003,20330.712930333422,2.963
237820,플레이디,KOSDAQ,일반,광고업,온라인 광고 대행,2295.0,29438000000.0,0.33244,7.13,4.6642997821350765,6903.501383708338,8.279
014830,유니드,KOSPI,일반,기초 화학물질 제조업,"탄산칼륨,가성칼륨,가성카리,탄산카리(무기화합물),MDF(가공목재) 제조,도매",61200.0,414177000000.0,0.33251,4.75,6.993033022875816,184054.61489880006,3.268
017370,우신시스템,KOSPI,건설/인프라 피어,특수 목적용 기계 제조업,"자동차차체자동설비, 2차전지설비, 자동차부품",3450.0,63183000000.0,0.3328,4.61,7.225136231884058,10366.586538461539,0.87
008260,NI스틸,KOSPI,일반,1차 철강 제조업,"스틸파이프,철강재임가공 제조,도매",3410.0,97526000000.0,0.3332,5.28,6.312234604105573,10234.093637454982,2.933
221980,케이디켐,KOSDAQ,일반,기타 화학제품 제조업,PVC 안정제,9470.0,38209000000.0,0.33337,4.54,7.3468129883843725,28406.87524372319,5.28
023000,삼원강재,KOSPI,일반,자동차 신품 부품 제조업,"열간압연제품(평강,봉강,특수이형강,환강,자동차용 겹판스프링) 제조,판매",2210.0,87825000000.0,0.33382,6.7,4.984642533936651,6620.334311904619,4.977
092600,앤씨앤,KOSDAQ,일반,반도체 제조업,차량용 블랙박스 / 영상처리용 시스템반도체,3670.0,18411000000.0,0.33564,0.9,37.450839237057224,10934.334405911095,5.514
063080,컴투스홀딩스,KOSDAQ,일반,소프트웨어 개발 및 공급업,모바일게임,11680.0,77031000000.0,0.33572,4.08,8.234912671232877,34790.89717621828,
006890,태경케미컬,KOSPI,일반,기초 화학물질 제조업,"드라이아이스,액체탄산,고체탄산 제조",4940.0,57304000000.0,0.33574,8.03,4.179759109311741,14713.7666051111,3.644
033920,무학,KOSPI,일반,알코올음료 제조업,소주,7570.0,215745000000.0,0.3359,6.43,5.222645970937913,22536.469187258113,7.477
024070,WISCOM,KOSPI,일반,플라스틱제품 제조업,"플라스틱제품(PVC컴파운드,ABS,PS가공) 제조,도매,임가공",1985.0,30422000000.0,0.33607,9.59,3.5046090680100748,5906.50757282709,2.519
049800,우진플라임,KOSPI,일반,특수 목적용 기계 제조업,"플라스틱사출성형기 제조,판매",1815.0,36300000000.0,0.33612,14.52,2.314876033057851,5399.857193859337,2.755
014470,부방,KOSDAQ,일반,부동산 임대 및 공급업,"자회사관리, 부동산임대",1056.0,60244000000.0,0.33638,,0.0,3139.3067364290387,1.894
064800,포니링크,KOSDAQ,일반,"섬유, 의복, 신발 및 가죽제품 소매업",의류제품,2315.0,59174000000.0,0.33661,,-82.63302937365012,6877.395205133537,2.16
033200,모아텍,KOSDAQ,일반,전자부품 제조업,위치제어용초정및소형모터,2525.0,23241000000.0,0.33714,,-0.5874914851485148,7489.470249747879,2.376
066130,하츠,KOSDAQ,일반,가정용 기기 제조업,"레인지후드, 빌트인 기기 등",3380.0,43264000000.0,0.33798,5.72,5.909650295857988,10000.591750991183,4.142
014280,금강공업,KOSPI,건설/인프라 피어,1차 철강 제조업,"건설가설재,강관,거푸집 제조,판매",4480.0,131395000000.0,0.3381,,-4.3771875,13250.517598343686,2.679
054040,한국컴퓨터,KOSDAQ,일반,전자부품 제조업,PCB Assembly (PBA),4385.0,70472000000.0,0.33875,2.72,12.468472063854048,12944.649446494464,6.842
003460,유화증권,KOSPI,일반,금융 지원 서비스업,증권업,2985.0,169256000000.0,0.33892,12.54,2.7022767169179227,8807.388174200401,7.37
000120,CJ대한통운,KOSPI,일반,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting",70900.0,1617395000000.0,0.33925,7.25,4.67629090267983,208990.4200442152,1.128
004980,성신양회,KOSPI,일반,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트,레미콘 제조",8300.0,203483000000.0,0.33957,6.69,5.077185180722891,24442.677503901996,4.217
004430,송원산업,KOSPI,일반,기타 화학제품 제조업,"폴리머첨가제(PVC안정제,산화방지제),폴리우레탄수지,프라스틱첨가제 제조",11550.0,277200000000.0,0.33995,5.94,5.724699134199134,33975.58464480071,2.597
053950,경남제약,KOSDAQ,일반,,,2180.0,42770000000.0,0.34063,,-14.781466972477064,6399.90605642486,31.711
065690,파커스,KOSDAQ,일반,고무제품 제조업,"프린터 부품, LED 조명기기,및 헬스케어 제품 제조업체",1827.0,21950000000.0,0.34085,22.56,1.5111576354679803,5360.1290890421005,8.21
224060,더코디,KOSDAQ,일반,전자부품 제조업,"반도체 및 평판디스플레이 제조용 장비(IRIS, LOZIX, HP/CP)",5490.0,28332000000.0,0.34109,1.04,32.64896083788707,16095.45867659562,2.429
054930,유신,KOSDAQ,건설/인프라 피어,"건축기술, 엔지니어링 및 관련 기술 서비스업",토목설계 및 감리,17820.0,53460000000.0,0.34157,4.51,7.569359876543209,52170.85809643704,5.051
195500,마니커에프앤지,KOSDAQ,일반,"도축, 육류 가공 및 저장 처리업","육가공품, 튀김류, 패티류, 삼계탕 등",1719.0,27466000000.0,0.3416,10.23,3.338499127399651,5032.201405152225,0.932
066360,체리부로,KOSDAQ,일반,"도축, 육류 가공 및 저장 처리업","육계, 사료",1500.0,35964000000.0,0.34202,1.82,18.83390133333333,4385.708438103035,5.702
005710,대원산업,KOSDAQ,일반,자동차 신품 부품 제조업,자동차시트,11050.0,221415000000.0,0.34207,3.17,10.788361538461539,32303.329727833487,2.262
006060,화승인더,KOSPI,일반,상품 종합 도매업,"포장용 합성수지 제조/신발,필름 판매/부동산 임대",2315.0,128065000000.0,0.34251,4.31,7.945048380129589,6758.926746664331,8.898
032680,소프트센,KOSDAQ,일반,기타 정보 서비스업,전산기기 및 정보통신공사,905.0,20865000000.0,0.34267,,-0.41650497237569056,2641.024892753962,
003650,미창석유,KOSPI,일반,석유 정제품 제조업,"윤활유,고무배합유,전기절연유 제조,판매,수출입",128200.0,223025000000.0,0.34267,1.81,18.917148135725427,374120.8743105612,2.73
003620,KG모빌리티,KOSPI,일반,자동차용 엔진 및 자동차 제조업,"자동차,자동차부품,차륜,정비 제조/도소매",2575.0,521115000000.0,0.34278,5.57,6.150072233009708,7512.106890717078,27745.6
064520,테크엘,KOSDAQ,일반,반도체 제조업,"메모리 카드, 스마트 카드 등",1450.0,32409000000.0,0.34406,,-2.0643599999999998,4214.381212579202,36113.9
183190,아세아시멘트,KOSPI,일반,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 레미콘, 몰탈",10800.0,388565000000.0,0.34455,33.86,1.017698611111111,31345.232912494557,2.315
010400,우진아이엔에스,KOSPI,건설/인프라 피어,건물설비 설치 공사업,반도체/디스플레이 코팅덕트,4100.0,31250000000.0,0.34486,7.4,4.659815609756097,11888.882445050165,3.659
000490,대동,KOSPI,일반,특수 목적용 기계 제조업,"경운기,트랙터,이앙기,바인더,수확기(콤바인),농업용엔진 및 부품 제조,판매",7810.0,225137000000.0,0.34494,,-2.8796527528809217,22641.618832260683,1.28
